5.000000000000000000e+01,-1.000000000000000000e+00,4.392781396820937823e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.597983457615934355e-02,1.627404521186904540e-01,9.010192685553145703e-03,7.186631144791164050e-02,7.047163493629163972e-03,2.048327646991333351e-01,1.080990817266002990e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+02,-1.000000000000000000e+00,1.515475035114358972e-02,1.426069610251140263e-01,2.199875150502767773e-01,1.047762595240213784e-01,6.818192321960125923e-01,3.101437606364064736e-01,1.086170216755946716e-01,2.544501151819587026e-01,2.728739867205619007e-01,7.553202778095896575e-02,5.855637207943543698e-01,9.923302533570547146e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,5.000000000000001110e-01,-1.000000000000000000e+00
1.500000000000000000e+02,-1.000000000000000000e+00,1.043545495261556308e-02,7.761700046345244575e-01,2.705921455557987465e-01,7.892176910168161585e-01,8.234725507215596707e-01,1.242161602416594762e-01,7.211968482750732989e-02,2.817283921503215827e-01,6.001894193555966199e-03,8.190534042747965593e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.000000000000001110e-01,4.697076556232638311e-01
2.000000000000000000e+02,-1.000000000000000000e+00,2.704565548521391527e-01,7.987237333428849340e-01,-1.000000000000000000e+00,7.064683814118144500e-01,8.480640852618896997e-01,9.564906450388856174e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,1.091788894098910390e-01,9.520204316215995222e-02,2.943117510509520376e-02,1.648882129101432448e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,9.681954974876472164e-01,3.013478156017628251e-01
2.500000000000000000e+02,4.562801993736727568e-01,1.838497415774633936e-01,2.061351280480110126e-01,1.900303218783598869e-01,2.094418629405759846e-01,3.861858751957509828e-01,5.446231169448663423e-02,1.108783411886462254e-02,5.581154569204137272e-02,3.533144577626977367e-02,9.013270308504353623e-02,8.275602178870454517e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
3.000000000000000000e+02,-1.000000000000000000e+00,7.217908157992507841e-04,1.256659163780021737e-01,2.937861258353705041e-01,9.880991455659451916e-02,2.340869870792616214e-01,4.572847297180241549e-02,1.791797658988830144e-01,5.389244993964341889e-03,3.472107226016320214e-02,1.613862010458735063e-01,0.000000000000000000e+00,1.484790170870167458e-01,4.665245832868518128e-01,4.710826421944466214e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
3.500000000000000000e+02,-1.000000000000000000e+00,0.000000000000000000e+00,2.147791392570341518e-01,1.053663850091997450e-01,1.209503006073193720e-01,4.923302533570546591e-01,1.048538828002302387e-01,3.368531138622662957e-01,1.419635828322039495e-01,4.301419490556437387e-03,1.428173070849498294e-01,-1.000000000000000000e+00,1.900303218783598869e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.000000000000000000e+02,1.213746549669267316e-02,4.544709472787984011e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,4.154677284615145294e-01,1.510104227213324268e+00,8.701319259861375888e-02,1.022361073363459161e-01,4.731862337357793935e-01,9.599042637816720958e-02,3.119165215094774068e-01,4.122590485042277458e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
4.500000000000000000e+02,-1.000000000000000000e+00,0.000000000000000000e+00,1.086399560667132558e-01,2.066080522679251963e-01,2.057995365791443210e-01,2.094041971140368219e-01,3.891012696101629059e-02,9.923916706435186030e-04,1.869853100532858359e-01,8.608635595675696861e-02,1.261234707798425947e-01,1.561943623384381627e-02,6.021233887500401227e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.000000000000000000e+02,-1.000000000000000000e+00,1.739452854695955689e-02,9.084663442717236248e-02,1.915639136114643204e+00,7.165125508051750636e-01,-1.000000000000000000e+00,6.728924247768384992e-02,5.243866345247888243e-03,8.772338868725729211e-02,5.303154498805241757e-02,2.116373391756404543e-01,9.298924109578565050e-03,7.220035935228200641e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
5.500000000000000000e+02,-1.000000000000000000e+00,2.891735780555181740e-02,2.967420490889231544e-01,4.096655293982669477e-01,1.017959813024724491e+00,-1.000000000000000000e+00,8.809006895687901406e-02,2.570298933983674629e-03,1.471168879465245549e-01,3.291756567088938851e-02,8.365134640716931358e-02,7.485003708202703568e-03,9.775278105362807946e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.000000000000000000e+02,-1.000000000000000000e+00,9.961753387650880420e-02,8.812787511110808936e-01,1.631054527820642974e+00,4.988232549957022366e-01,8.082602657774845545e-01,9.285202293017274719e-03,3.133322129017883650e-01,4.167506511937483366e-02,3.855980846002873830e-02,9.486373847239932156e-09,5.036832937407349081e-02,6.263964255195710873e-01,4.518754895500270985e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
6.500000000000000000e+02,3.030950070228616289e-02,2.751420615104938627e-01,5.060918692922687923e-01,4.177577177657826324e-01,6.902024476676910103e-02,8.147493577859833414e-01,6.121155324653982169e-03,4.917412494703580356e-02,1.120402185615267665e-01,9.258307717080993537e-02,1.742137363069600278e-02,2.281994222909860259e-01,4.035477675933232811e-01,-1.000000000000000000e+00,4.984878418643835518e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
7.000000000000000000e+02,2.617935041041376254e-02,2.829260562430180315e-01,-1.000000000000000000e+00,2.928724308009189592e-01,1.853331970919646077e-01,2.889260649390161251e-01,6.082819207955326990e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,1.102910943033763233e-02,2.843103205690531432e-01,2.495729375550664875e-01,1.792694325486313689e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,9.379031531109109920e-01
7.500000000000000000e+02,4.581657801336269653e-02,2.829260562430180315e-01,5.781437559558322281e-01,6.780200531376853190e-01,2.892176910168162141e-01,2.048327646991333351e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.155831081576745578e-01,2.680671885538437604e-01,-1.000000000000000000e+00,1.780200531376852913e-01,4.332332671389497181e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+02,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.857808651201419487e-03,7.653706974943022545e-02,3.736536784119619259e-02,7.242018431649301091e-02,3.174804098093348959e-01,1.112699524386442235e-01,1.023447393424067597e-01,9.362322389101155329e-01,-1.000000000000000000e+00,2.048327646991337236e-01,4.537954757992120336e-01
8.500000000000000000e+02,-1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.790496993926807945e-01,2.728218290296942627e-01,2.449570226318961708e-02,4.529121451794475631e-03,-1.000000000000000000e+00,6.676673286105039296e-02,2.841109077499919255e-01,-1.000000000000000000e+00,4.322929797920593287e-01,1.643088148301220199e-08,-1.000000000000000000e+00,1.341575855250814806e-08,4.845100984440376402e-01
9.000000000000000000e+02,-1.000000000000000000e+00,2.771545029269397165e-01,9.084663442717236248e-02,3.793359798956318085e-02,3.663492197539092166e-01,1.977175503005912161e+00,1.002146936820187823e-01,1.113281004584371070e-01,4.833402411703944246e-01,1.412601901995729770e-01,3.891012696101629059e-02,1.100464801441540241e-01,4.900536254420991833e-01,4.845155054252677229e-01,3.192184093157525160e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
9.500000000000000000e+02,-1.000000000000000000e+00,2.744599241325840211e-01,2.034353351249078012e-01,-1.000000000000000000e+00,1.971630180561880497e-01,0.000000000000000000e+00,7.623118269670099700e-02,9.880609675831257543e-02,-1.000000000000000000e+00,2.522687539352504518e-02,1.089122331111471165e-01,9.043403246126024281e-03,3.191777037594180182e-03,1.670914200816798643e-03,4.422841232473909701e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+03,2.796430016642401650e-01,4.556565211285580896e-01,3.084333266303209142e-01,2.951672353008664151e-01,6.483464298794411329e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.151757504301148038e-01,1.882390263694075361e-01,0.000000000000000000e+00,1.026717058635985558e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,4.681954974876474940e-01,4.541834219866373590e-01
